ÁÖß ˆ ̄ÖÃÖ3ÖÖ ̄Ö×ŸÖ : Ûéú ̄ÖμÖÖ ‡®ÖÛêú †®Öã ̄Öæ ̧üÛú  ̄ÖÏ¿®Ö ÛúÖ ˆ¢Ö ̧ü ¤üß×•Ö‹...	श्री उपसभाषति : देखिए।...(व्यवधान)...कुछ भी अभिलिखित नहीं होगा। यह नहीं
ÁÖß 2Ö»Ö3⁄4Öß ̧ü Ûêú.  ̄ÖãÓ•Ö : »Öê×Ûú®Ö ‡ÃÖÛúÖê †ÃÖ ́Ö Ûêú  ́ÖÖ ́Ö»Öê  ́Öë ŒμÖÖë  ̄Ö× ̧ü3⁄4ÖÙŸÖŸÖ Ûú ̧ü ×¤üμÖÖ	हिन्दी में आया है, यह बहुत अपमानजनक है। गृह मंत्री महोदय राष्ट्रभाषा के असली
ÝÖμÖÖ?	मालिक भी हैं, उन्हीं के तत्वाधान में राष्ट्रभाषा सारे राष्ट्र में चलती है और अगर आप
ÁÖß ˆ ̄ÖÃÖ3ÖÖ ̄Ö×ŸÖ : μÖÆü  ̄ÖÏ¿®Ö ÛúÖ ×ÆüÃÃÖÖ ®ÖÆüà Æîü...	देखें तो इस जवाब की प्रतिलिपि पढी नहीं जा सकती। सवाल के जवाब का जो एक
ÁÖß ×¿Ö3⁄4Ö ̧üÖ•Ö 3⁄4Öß.  ̄ÖÖ×TMü»Ö :  ́ÖÆüÖê¤üμÖ,  ́Öï ‡ÃÖ  ̄ÖÏÛúÖ ̧ü Ûêú ÆüÃŸÖõÖê ̄ÖÖë ÛúÖ ˆ¢Ö ̧ü ®ÖÆüà	चौथी हिस्सा है, वह कट गया है, कटा हुआ है। यह राष्ट्रभाषा का घोर अपमान है
¤æÓüÝÖÖ...  ́ÖÆüÖê¤üμÖ,  ́Öï μÖÆü Ã ̄ÖÂTMü Ûú ̧ü®Öê Ûúß “ÖêÂTMüÖ Ûú ̧ü  ̧üÆüÖ ÆæÓü ×Ûú ×3⁄4Ö¤êü×¿ÖμÖÖë ×3⁄4ÖÂÖμÖÛú	और मैं उम्मीद करता हूं कि सदन इसका संज्ञान लेगा, मंत्री महोदय भी इसका संज्ञान
†×¬Ö×®ÖμÖ ́Ö ¤üÖê μÖÖ ŸÖß®Ö 3⁄4ÖÂÖÖí  ̄ÖÆü»Öê •ÖîÃÖÖ ¤ü×õÖÞÖß  ̧üÖ•μÖÖë Ûêú ×»Ö‹ £ÖÖ ˆÃÖÃÖê ×3Ö®®Ö ®ÖÆüà Æîü...	लेंगे।
Ûéú ̄ÖμÖÖ ‡ÃÖÛúÖê ÃÖ ́ÖôÖë... μÖÆüÖÓ ŸÖÛú ×Ûú ×®ÖμÖ ́ÖÖë ÛúÖê 3Öß ®ÖÆüà 2Ö¤ü»ÖÖ ÝÖμÖÖ Æîü •ÖÆüÖÓ ŸÖÛú ˆ®Ö	श्री शिवराज वी. पाटिल : महोदय, मैंने पहले ही बता दिया कि केन्द्र सरकार की
̧üÖ•μÖÖë ÛúÖ ÃÖÓ2ÖÓ¬Ö Æîü... μÖÆü ‹Ûú Æüß “Öß•Ö Æîü...	ओर से राज्य सरकारों को, एक प्रान्त की नहीं बल्कि अनेक प्रान्तों की सरकारों को,
ÁÖß  ̧ü×3⁄4Ö ¿ÖÓÛú ̧ü  ̄ÖÏÃÖÖ¤ü : »Öê×Ûú®Ö †ÖŸÖÓÛú3⁄4ÖÖ¤üß ˆ®Ö ÃÖß ́ÖÖ†Öë ÃÖê ÆüÖêÛú ̧ü †ÖŸÖê Æïü...	यह पहले ही बताया गया कि ये लोग, जो हादसे करना चाहते हैं, कहां पर पहुंचना
ÁÖß ×¿Ö3⁄4Ö ̧üÖ•Ö 3⁄4Öß.  ̄ÖÖ×TMü»Ö :  ́ÖÆüÖê¤üμÖ, ŒμÖÖ  ́Öï ‹êÃÖß “Ö“ÖÖÔ ÛúÖ ˆ¢Ö ̧ü ¤êü ÃÖÛúŸÖÖ ÆæÓü?  ́Öï	चाहते हैं और किसको अटैक करना चाहते हैं। आई.टी. इंडस्ट्री हैं, नेशनल लैबोरेट्रीज
‡ÃÖ  ̄Ö ̧ü “Ö“ÖÖÔ Ûêú ×»Ö‹ ŸÖîμÖÖ ̧ü ÆæÓü »Öê×Ûú®Ö •Ö2Ö 3Öß Æü ́Ö “Ö“ÖÖÔ Ûú ̧üŸÖê Æïü,  ́Öï  ́ÖÖ®Ö®ÖßμÖ ÃÖ¤üÃμÖ	हैं, दूसरे जो इंस्टालेशंस हैं, उन पर करना चाहते हैं, यह उनको बताया गया था। यहां
ÃÖê μÖÆü †®Öã ̧üÖê¬Ö ÛúoÓþÝÖÖ ×Ûú 3⁄4Öê ÃÖ3ÖÖ  ́Öë ˆ ̄Ö×Ã£ÖŸÖ  ̧üÆëü †Öî ̧ü † ̄Ö®Öß 2ÖÖŸÖë ÛúÆëü ŸÖ£ÖÖ  ́Öê ̧üÖ	पर जो इंटेलिजेंस आता है, उसको सा ध्यान में लाना जरूरी है। जो प्लान है,
ˆ¢Ö ̧ü ÃÖã®Ö®Öê Ûêú ×»Ö‹ ÃÖ3ÖÖ  ́Öë ˆ ̄Ö×Ã£ÖŸÖ 3Öß  ̧üÆëü, †®μÖ£ÖÖ...(3⁄4μÖ3⁄4Ö¬ÖÖ®Ö)...  ́Öï μÖÆü ÛúÆü®Öê Ûúß	उसका इंटेलिजैंस हमारे पास था, कह दिया, मगर किस जगह पर हो रहा है, कब होने
“ÖêÂTMüÖ Ûú ̧ü  ̧üÆüÖ ÆæÓü ×Ûú Ûãú”û ÃÖÓÝÖšü®ÖÖë Ûúß  ̄ÖÆü“ÖÖ®Ö Ûúß ÝÖ‡Ô £Öß... †2Ö, Ûãú”û  ̧üÖ•μÖÖë  ́Öë Ûãú”û	वाला है, जिसको हम एक्शनेबल इंटेलिजेंस कहते हैं, वह हमेशा के लिए हमें प्राप्त
ÃÖ ́ÖæÆü £Öê †Öî ̧ü Æü ́Ö®Öê ÛúÖ ̧Ôü3⁄4ÖÖ‡Ô 3Öß Ûúß £Öß »Öê×Ûú®Ö ˆ®ÖÛúß ÃÖÓÜμÖÖ £ÖÖê›Íüß Æîü... 3⁄4Öê †×¬ÖÛú ÃÖÓÜμÖÖ	होता ही है, ऐसा नहीं है। जब प्राप्त होता है तो देते हैं और उनको रोकने में कोई
́Öë ®ÖÆüà Æïü...	दिक्कत नहीं होती है। मगर, ये जो हादसे करने वाले लोग होते है, उनकी ताकत
›üÖ.  ̄Öß.ÃÖß. †»ÖêŒ•Öë›ü ̧ü :  ́ÖÆüÖê¤üμÖ, ÝÖéÆü  ́ÖÓ¡Öß ÃÖê  ́Öê ̧üÖ  ̄ÖÏ¿®Ö ÜÖÞ›ü (ÝÖ) Ûêú ×¤ü‹ ÝÖ‹	इसी में है कि किस समय यह करना है और कहां पर करना है, वे अपने तरीके से
ˆ¢Ö ̧ü Ûúß † ̄ÖμÖÖÔ ̄ŸÖŸÖÖ Ûêú 2ÖÖ ̧êü  ́Öë Æîü... •Ö2Ö×Ûú ÜÖÞ›ü (ÝÖ)  ́Öë ÃÖ ́ÖÃμÖÖ ÛúÖê ‹Ûú ÛúÖ®Öæ®Ö-3⁄4μÖ3⁄4ÖÃ£ÖÖ	तय करके करते हैं और इसी में मुश्किल हो जाती है। यहां पर जो लोग आने वाले
Ûêú oþ ̄Ö  ́Öë »ÖêÛú ̧ü ‡ÃÖÃÖê ×®Ö ̄ÖTMü®Öê Ûêú ×»Ö‹ ÃÖ ̧üÛúÖ ̧ü «üÖ ̧üÖ ×Ûú‹ ÝÖ‹ ˆ ̄ÖÖμÖÖë ÛúÖ 3⁄4ÖÞÖÔ®Ö Æîü,	थे, उनको मालूम था कि बाहर के लोग आने वाले हैं और आते रहते हैं, मगर
̄Ö ̧ü ́ ̄Ö ̧üÖÝÖŸÖ “ÖÖμÖ Ûêú ˆŸ ̄ÖÖ¤ü®Ö Ûêú ×»Ö‹ ×3⁄4Ö¢ÖßμÖ  ̄ÖÏÖêŸÃÖÖÆü®Ö  ̄ÖÏ¤üÖ®Ö Ûú ̧ü®Öê ÆêüŸÖã ÃÛúß ́Ö ÛúÖê  ́ÖÓ•Öæ ̧üß	जब साइईंस इंस्टिट्यूशंस या यूनिवर्सिटी के लोग कैम्पस में किसी को आने नहीं देना
¤üß ÝÖ‡Ô £Öß ×•ÖÃÖÃÖê †ÓŸÖ ̧üÖÔÂTMÒüßμÖ 2ÖÖ•ÖÖ ̧ü  ́Öë 3ÖÖ ̧üŸÖ Ûúß ×Ã£Ö×ŸÖ  ́Öë ÃÖã¬ÖÖ ̧ü ÆüÖê ÃÖÛúŸÖÖ Æîü...	चाहते, वे नहीं चाहते हैं कि लोगों को सब मालूम हो जाए कि यह क्या हो रहा है,
×•Ö®Ö 2ÖÖ•ÖÖ ̧üÖë  ́Öë 3ÖÖ ̧üŸÖ ÛúÖ “ÖÖμÖ 2ÖÖ•ÖÖ ̧ü  ́Öë  ̄ÖÏ ́ÖãÜÖ ×ÆüÃÃÖÖ Æîü ˆ®Ö 2ÖÖ•ÖÖ ̧üÖë  ́Öë 3ÖÖ ̧üŸÖ	पुलिस क्यों है, हमारे ऊपर सी.आई.डी. वाले क्या कर रहे हैं, यह न हो, इसलिए यह
Ûúß ×Ã£Ö×ŸÖ ÛúÖê  ́Ö•Ö2ÖæŸÖ Ûú ̧ü®Öê ŸÖ£ÖÖ ®ÖμÖê 2ÖÖ•ÖÖ ̧üÖë  ́Öë  ̄ÖÏ3⁄4Öê¿Ö Ûú ̧ü®Öê Ûêú ×»Ö‹ Ûú¤ü ́Ö ˆšüÖ‹ •ÖÖŸÖê	सब होता है।
Æïü... ×3⁄4Ö×¿ÖÂTMü ±úÖêÛúÃÖ 3⁄4ÖÖ»Öê 2ÖÖ•ÖÖ ̧üÖë  ́Öë 2ÖÖ•ÖÖ ̧ü †®ÖãÃÖÓ¬ÖÖ®Ö  ̄Ö× ̧üμÖÖê•Ö®ÖÖ‹Ó ¿Öãoþ Ûúß ÝÖ‡Ô Æïü †Öî ̧ü	सरकारों की सूचना एकत्र करने वाली एजेंसियों को सुदृढ किया जाना सुनिश्चित करना
“ÖÖμÖ ˆaÖêÝÖ ÛúÖê ‡ÃÖÛúß × ̧ü ̄ÖÖêTMÔü ˆ ̄Ö»Ö2¬Ö Ûú ̧üÖ‡Ô ÝÖ‡Ô Æîü...	है। हमने उनके एक-दूसरे के सम्पर्क में बने रहने को कहा है। एक राज्य की एजेंसी
“ÖÖμÖ 2ÖÖê›Ôü ×3⁄4Ö×3Ö®®Ö 2ÖÎÖÓ›üÖë Ûêú ÃÖÓ ̧üõÖÞÖ ÆêüŸÖã Ûú¤ü ́Ö ˆšüÖŸÖÖ  ̧üÆüÖ Æîü †Öî ̧ü 3⁄4ÖÆü  ̄ÖÏ ́ÖÖÞÖ®Ö	दूसरे राज्यों की एजेंसियों से सम्पर्क बनाए रखेंगी। यहां से भी, महत्वपूर्ण स्थानों को
‹3⁄4ÖÓ ÃÖÖ ́Öæ×ÆüÛú ×“Ö®Æü •ÖîÃÖê ×3⁄4Ö×3Ö®®Ö õÖê¡ÖÖ×¬ÖÛúÖ ̧üÖë  ́Öë ¤üÖÙ•ÖØ»ÖÝÖ “ÖÖμÖ Ûúß ÃÖÖÓ×3⁄4Ö×¬ÖÛú  ́ÖÖ®μÖŸÖÖ	बचाने के लिए इन केन्द्रों तथा साथ ही सरकारों को भी सुचनाओं की आपूर्ति कर रहे
ÆüÖ×ÃÖ»Ö Ûú ̧ü®Öê  ́Öë ÃÖ±ú»Ö  ̧üÆüÖ Æîü... ¤üÖÙ•ÖØ»ÖÝÖ “ÖÖμÖ ÛúÖê †ŒŸÖæ2Ö ̧ü, 2004 ÃÖê 3ÖÖîÝÖÖê×»ÖÛú	हैं। महोदय, शैक्षिक संस्थान, विशेषकर विश्वविद्यालय और वैज्ञानिक संस्थान परिसर में
ÃÖÓÛêúŸÖÛú (•Öß.†Ö‡Ô.) 3Öß ‘ÖÖê×ÂÖŸÖ ×ÛúμÖÖ ÝÖμÖÖ Æîü...	पुलिस को देखना नहीं चाहते और जब भी यह प्रश्न उठता है कि पुलिस को परिसर में
“ÖÖμÖ Ûúß ÝÖãÞÖ3⁄4Ö¢ÖÖ  ́Öë ÃÖã¬ÖÖ ̧ü Ûú ̧ü®Öê †Öî ̧ü ‡ÃÖÛúÖ  ́Öæ»μÖ3⁄4Ö¬ÖÔ®Ö Ûú ̧ü®Öê  ́Öë  ̄ÖÏμÖãŒŸÖ “ÖÖμÖ	भेजा जाए या नहीं, वे इसका विरोध करते रहे हैं। हम उनको समझाने का प्रयास करते
2ÖîØÝÖÝÖ ‹3⁄4ÖÓ  ̄ÖîÛêúØ•ÖÝÖ  ́Ö¿Öß®ÖÖë, Ûú»Ö ̧ü ÃÖÖÚTMüÝÖ  ́Ö¿Öß®Ö •ÖîÃÖß  ́Ö¿Öß®ÖÖë Ûúß Ûú×ŸÖ ̄ÖμÖ  ́Ö¤üÖë  ̄Ö ̧ü	रहे हैं कि बदली हुई परिस्थितियों में, जब भी आवश्यक हो, हम उनको सुरक्षा प्रदान
†ÖμÖÖŸÖ ¿Öã»Ûú Ûúß ¤ü ̧ü †2Ö ÃÖê  ́Ö‡Ô, 2006 ŸÖÛú ‘ÖTMüÖÛú ̧ü 5  ̄ÖÏ×ŸÖ¿ÖŸÖ Ûú ̧ü ¤üß ÝÖ‡Ô Æîü...	कर सकते हैं और उनको वह सुरक्षा प्राप्त करनी चाहिए और उस सुरक्षा का उपयोग
3ÖÖ ̧üŸÖßμÖ “ÖÖμÖ Ûúß ÝÖãÞÖ3⁄4Ö¢ÖÖ 2Ö®ÖÖμÖê  ̧üÜÖ®Öê †Öî ̧ü ‡ÃÖÛúß 2ÖÎÖÓ›ü ‡×Œ3⁄4ÖTMüß 2Ö ̧üÛú ̧üÖ ̧ü  ̧üÜÖ®Öê	करना चाहिए। लेकिन इसका विरोध होता है। तब भी विरोध होता है जब घटनाएं घट
Ûúß ¥ü×ÂTMü ÃÖê ÃÖ ̧üÛúÖ ̧ü ®Öê ×¤ü®ÖÖÓÛú 01-04-2005 ÛúÖê ‹Ûú ®ÖμÖÖ “ÖÖμÖ (×3⁄4ÖŸÖ ̧üÞÖ ‹3⁄4ÖÓ ×®ÖμÖÖÔŸÖ)	चुकी हैं। इस संस्थान में जब घटना के बाद चर्चा हुई तब इसको स्वीकार करने के प्रति
×®ÖμÖÓ¡ÖÞÖ †Ö¤êü¿Ö, 2005 •ÖÖ ̧üß ×ÛúμÖÖ Æîü ×•ÖÃÖ ́Öë “ÖÖμÖ Ûêú ×»Ö‹ Ûú›Íêü  ́ÖÖ®ÖÛú ×®Ö¬ÖÖÔ× ̧üŸÖ ×Ûú‹	अनिच्छा थी। यहां भी हमारी व्यवस्था है। सी.आई-.एस.एफ. को इन केन्द्रों जैसे अंतरिक्ष
ÝÖ‹ Æïü †Öî ̧ü μÖÆü ¿ÖŸÖÔ  ̧üÜÖß ÝÖ‡Ô Æîü ×Ûú †ÖμÖÖ×ŸÖŸÖ μÖÖ ×®ÖμÖÖÔ×ŸÖŸÖ ÃÖ3Öß  ̄ÖÏÛúÖ ̧ü Ûúß “ÖÖμÖ ÛúÖê	अनुसंधान, परमाणु ऊर्जा, वैज्ञानिक संस्थान, सूचना प्रौद्योगिकी उद्योग और अन्य स्थानों
®ÖμÖê †Ö¤êü¿Ö  ́Öë ˆ×»»Ö×ÜÖŸÖ ×3⁄4Ö×®Ö¤ìü¿Ö®ÖÖë Ûêú †®Öãoþ ̄Ö ÆüÖê®ÖÖ † ̄Öê×õÖŸÖ ÆüÖêÝÖÖ...	पर भी सुरक्षा और संरक्षा प्रदान करने के लिए प्रयोग किया जा रहा है। हम उनको
“ÖÖμÖ 2ÖÖê›Ôü ×3⁄4Ö¤êü¿Öß 2ÖÖ•ÖÖ ̧üÖë  ́Öë ÃÖÓ3⁄4Ö¬ÖÔ®ÖÖŸ ́ÖÛú ÛúÖμÖÔÛú»ÖÖ ̄Ö 3Öß “Ö»ÖÖ  ̧üÆüÖ Æîü †Öî ̧ü	यहां से सहायता करने की स्थिति में हैं लेकिन उसको राज्य सरकार के माध्यम से
3ÖÖ ̧üŸÖßμÖ “ÖÖμÖ ×®ÖμÖÖÔŸÖÛúÖë ÛúÖê ˆ®ÖÛêú ×3⁄4Ö ̄ÖÞÖ®Ö  ̄ÖÏμÖÖÃÖÖë  ́Öë ÃÖÓ3⁄4Ö¬ÖÔ®ÖÖŸ ́ÖÛú ÃÖÆüÖμÖŸÖÖ  ̄ÖÏ¤üÖ®Ö Ûú ̧ü	करना होगा। प्रमुख बात, जिसको बहुत स्पष्ट शब्दों में समझने की आवश्यकता है, वह
̧üÆüÖ Æîü... ‡®Ö ́Öë ¿ÖÖ× ́Ö»Ö Æïü - ×3⁄4Ö×3Ö®®Ö  ́Öê»ÖÖë †Öî ̧ü  ̄ÖÏ¤ü¿ÖÔ×®ÖμÖÖë  ́Öë 3ÖÖÝÖß¤üÖ ̧üß ×3⁄4Ö×¿ÖÂTMüŸÖÖμÖãŒŸÖ	यह है कि हम यहां से सीधे-सीधे हस्तक्षेप नहीं कर सकते। हमें राज्य सरकार के
3ÖÞ›üÖ ̧üÖë †Öî ̧ü  ̄ÖÏ ́ÖãÜÖ 2ÖÖ•ÖÖ ̧üÖë  ́Öë  ́ÖÖîÛêú  ̄Ö ̧ü •ÖÖÛú ̧ü ®Ö ́Öæ®Öê »Öê®ÖÖ-¤êü®ÖÖ,  ́Öß×›üμÖÖ  ̄ÖÏ“ÖÖ ̧ü, ÛÎêúŸÖÖ-	माध्यस से जाना और यदि हम वैसा करने की चेष्टा करते हैं तो वे कहेंगे कि
×3⁄4ÖÛÎêúŸÖÖ 2ÖîšüÛëú, “ÖÖμÖ ×¿ÖÂTMü ́ÖÓ›ü»ÖÖë ÛúÖê 3Öê•Ö®ÖÖ-2Öã»ÖÖ®ÖÖ †Ö×¤ü...	संघीय व्यवस्था में, संवैधानिक प्रावधानों के अनुसार ऐसा नहीं हो सकता, केवल राज्य
ÁÖß ÃÖÓŸÖÖêÂÖ 2ÖÖÝÖ›ÍüÖê×¤üμÖÖ : ˆ ̄ÖÃÖ3ÖÖ ̄Ö×ŸÖ  ́ÖÆüÖê¤üμÖ,  ́Öï μÖÆü ÛúÆü®ÖÖ “ÖÖÆæÓüÝÖÖ ×Ûú †Ö ̧ü ́3Ö ÃÖê	सरकार ही ऐसा कर सकती है और आप क्यों यह कर रहे हैं। और यही कारण है कि
Æüß,  ́Öê ̧üÖ  ́ÖŸÖ»Ö2Ö Æîü 2ÖÆãüŸÖ »Ö ́2Öê ÃÖ ́ÖμÖ ÃÖê 3⁄4ÖÂÖÔ 1961 ÃÖê 121 × ́Ö×»ÖμÖ®Ö ×Ûú»ÖÖê ÃÖß.TMüß.ÃÖß.	हम उन पर आरोप नहीं लगा रहे हैं। हम उनकी कठिनाई समझते हैं। उन राज्यों में,
“ÖÖμÖ Ûúß ŸÖã»Ö®ÖÖ  ́Öë  ̄Ö ̧ü ́ ̄Ö ̧üÖÝÖŸÖ “ÖÖμÖ ÛúÖ ˆŸ ̄ÖÖ¤ü®Ö 218 × ́Ö×»ÖμÖ®Ö ×Ûú»ÖÖê £ÖÖ ×•ÖÃÖÛúÖ †£ÖÔ	जहां ऐसे दलों का शासन हो जो राष्ट्रीय स्तर पर सत्ता में हैं, जो भी हो, हम हम
Æãü†Ö ×Ûú 64  ̄ÖÏ×ŸÖ¿ÖŸÖ  ̄Ö ̧ü ́ ̄Ö ̧üÖÝÖŸÖ £ÖÖ... 3⁄4ÖÂÖÔ 2003  ́Öë, ÃÖß.TMüß.ÃÖß. ÛúÖ ˆŸ ̄ÖÖ¤ü®Ö 717	उनको नीचा नहीं दिखा रहे हैं; हम उनकी आलोचना नहीं कर रहे हैं। कल जो हुआ,
× ́Ö×»ÖμÖ®Ö ×Ûú»ÖÖê 2ÖœÍü ÝÖμÖÖ •Ö2Ö×Ûú  ̄Ö ̧ü ́ ̄Ö ̧üÖÝÖŸÖ “ÖÖμÖ ‘ÖTMüÛú ̧ü 87 × ́Ö×»ÖμÖ®Ö ×Ûú»ÖÖê  ̧üÆü ÝÖμÖß...	उसके लिए हमने उनकी आलोचना करनी नहीं प्रारम्भ कर दी। हम उनको समझने का
̄ÖÏ×ÛÎúμÖÖ  ́Öë,  ̄Ö ̧ü ́ ̄Ö ̧üÖÝÖŸÖ “ÖÖμÖ ÛúÖ  ̄ÖÏ×ŸÖ¿ÖŸÖ Ûêú3⁄4Ö»Ö 10  ̄ÖÏ×ŸÖ¿ÖŸÖ Æîü... ¤ü×õÖÞÖ 3ÖÖ ̧üŸÖ ÃÖê,	प्रयास कर रहे हैं। यह संयुक्त प्रयास है जिसको करना पडेगा और मैं इस सभा से
×3⁄4Ö¿ÖêÂÖÛú ̧ü ŸÖŸÛúÖ»Öß®Ö ÃÖÖê×3⁄4ÖμÖŸÖ ÃÖÓ‘Ö ÛúÖê,  ̄Ö ̧ü ́ ̄Ö ̧üÖÝÖŸÖ “ÖÖμÖ ÛúÖ ×®ÖμÖÖÔŸÖ 2Ö›Íêü  ̄Öî ́ÖÖ®Öê  ̄Ö ̧ü ×ÛúμÖÖ	अनुरोध कर रहा हूं कि केन्द्र सरकार, राज्य सरकार स्वतंत्र रूप से यहां बैठे लोगों
•ÖÖ  ̧üÆüÖ £ÖÖ... Ûêú3⁄4Ö»Ö ‹Ûú ¤êü¿Ö ÛúÖê Ûãú»Ö ®ÖμÖÖÔŸÖ »ÖÝÖ3ÖÝÖ 120 × ́Ö×»ÖμÖ®Ö ×Ûú»ÖÖê ÛúÖ ×ÛúμÖÖ	को, सबको मिलकर इस समस्या से निबटना क्योंकि आपके पास प्रश्न करने के
ÝÖμÖÖ... †3Öß,  ́ÖÖ®Ö®ÖßμÖ  ́ÖÓ¡Öß •Öß ®Öê ‡ÃÖ ́Öë †ÓŸÖÝÖÏÔÃŸÖ †®ÖêÛú  ̧üÞÖ®Öß×ŸÖμÖÖë ÛúÖ ˆ»»ÖêÜÖ ×ÛúμÖÖ Æîü...	अवसर हैं। यदि आप ऐसे प्रश्न करते हैं जो समस्या को सुलझाने की बजाय और
ŒμÖÖ  ́ÖÓ¡Öß •Öß ÃÖÓŸÖãÂTMü Æïü ×Ûú ŒμÖÖ μÖê Ûú¤ü ́Ö Ã3⁄4ÖμÖÓ †ÖŸÖÓÛú3⁄4ÖÖ¤ü Ûúß ÃÖ ́ÖÃμÖÖ†Öë ÃÖê ×®Ö ̄ÖTMü®Öê  ́Öë	समस्या पैदा करते हैं और फिर आप उठकर यह कहते हैं कि ये आपको प्रश्न करने की
ÃÖõÖ ́Ö ÆüÖëÝÖê μÖÖ ŒμÖÖ μÖê μÖÆü Ã3⁄4ÖßÛúÖ ̧ü Ûú ̧ëüÝÖê ×Ûú ‡®Ö Ûú¤ü ́ÖÖë Ûêú  ̄Öæ ̧üÛúŸÖÖ  ́Öë Ûãú”û †Öî ̧ü ×ÛúμÖÖ	अनुमति नहीं दे रहे हैं तो यह सही नहीं है। कौन कह रहा है कि आपको प्रश्न नहीं
•ÖÖ®ÖÖ “ÖÖ×Æü‹? ˆ¤üÖÆü ̧üÞÖ Ûêú ×»Ö‹,  ́Öï ‹Ûú ÛúÖμÖÔÛÎú ́Ö ÛúÖ ÃÖãôÖÖ3⁄4Ö ¤æÓüÝÖÖ... ŒμÖÖ  ́ÖÖ®Ö®ÖßμÖ  ́ÖÓ¡Öß	करना चाहिए? मैं किसी भी प्रश्न का उत्तर देने के लिए तैयार हूं लेकिन प्रश्न इस
•Öß  ́Öê ̧üÖ ÃÖãôÖÖ3⁄4Ö  ́ÖÖ®ÖëÝÖê? μÖ×¤ü ÆüÖÓ, ŸÖÖê  ́Öï ‡®Ö Ûú¤ü ́ÖÖë Ûúß †®Öãoþ ̄ÖŸÖÖ  ́Öë “ÖÖ ̧ü-ÃÖæ¡Öß ÛúÖμÖÔÛÎú ́Ö	प्रकार के होने चाहिए कि उनसे सहायता मिल सके।
̄ÖÏÃŸÖãŸÖ ÛúoÓþÝÖÖ... ‹Ûú, •ÖÖê »ÖÖêÝÖ †ÖŸÖÓÛú3⁄4ÖÖ¤üß ÝÖ×ŸÖ×3⁄4Ö×¬ÖμÖÖë  ́Öë ×»Ö ̄ŸÖ ®ÖÆüà Æïü, ˆ®ÖÛêú ÃÖÆüμÖÖêÝÖ	यह भी उल्लेख किया गया है कि ये जानते हैं कि विश्व बाजार में हिस्सेदारी कम हो
Ûúß ÃÖæ“Öß 2Ö®ÖÖ‹Ó... ¤æüÃÖ ̧üÖ, ˆ®ÖÛúÖê ®ÖμÖê ÝÖÏÖ ́ÖßÞÖ  ̧üÖê•ÖÝÖÖ ̧ü ÝÖÖ ̧ÓüTMüß μÖÖê•Ö®ÖÖ ÛúÖ »ÖÖ3Ö  ̄ÖÏ¤üÖ®Ö Ûú ̧ëü	रही है। लेकिन यह कहना कि भारत में चाय का बाजार बढ रहा है, कोई मायने नहीं
†Öî ̧ü μÖ£ÖÖÃÖ ́3Ö3⁄4Ö ˆ®Ö ́Öë ÃÖê †×¬ÖÛúŸÖ ̧ü ÛúÖê ‡®Ö õÖê¡ÖÖë  ́Öë ˆ§êü¿μÖ ̄ÖæÞÖÔ  ̧üÖê•ÖÝÖÖ ̧ü †3⁄4ÖÃÖ ̧ü  ̄ÖÏ¤üÖ®Ö	रखता। प्रश्न यह है कि हम कैसे विश्व बाजार में हिस्सेदारी बढाएं क्योंकि यह घटता
Ûú ̧ëü... ŸÖßÃÖ ̧üÖ, ˆÃÖ õÖê¡Ö Ûúß 3⁄4ÖŸÖÔ ́ÖÖ®Ö  ́ÖÖÓÝÖÖë Ûúß  ̄ÖÆü“ÖÖ®Ö Ûú ̧ëü †Öî ̧ü ˆ®ÖÛúÖê ŠúÞÖ  ̄ÖÏ¤üÖ®Ö	जा रहा है। महोदय, यदि आप रिकार्ड देखें तो पायेंगे कि श्रीलंका, चीन, कीनिया आदि
